"Date Time (UTC+07:00)","Disk Used (GB)","Disk Space (GB)","PowerInVolts (V)","PowerInCurrent (mA)","Temperature (C)","Humidity (%)","Pressure (Pa)","Data Usage (KB)","Internet Mode"
"2022/03/28 06:06:43",3.8,14.5,11.7279,109,37.669,35.692,100979.991,3879426.05,"WIFI"
